Periodo,Mes,Codigo_departamento,Departamento,Codigo_municipio,Municipio,Nombre_comercial,Bandera,Direccion,Producto,Precio,Estado
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,COMBUSTIBLES Y LUBRICANTES EL PORTAL DE ALAMOS,TERPEL,Carrera 98 No.63-39,GASOLINA EXTRA OXIGENADA,15829,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,COMBUSTIBLES Y LUBRICANTES EL PORTAL DE ALAMOS,TERPEL,Carrera 98 No.63-39,BIODIESEL EXTRA,8929,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TERPEL ESTRELLITA,TERPEL,CALLE 40 SUR 73 - 12,BIODIESEL EXTRA,9047,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TERPEL ESTRELLITA,TERPEL,CALLE 40 SUR 73 - 12,GASOLINA CORRIENTE OXIGENADA,9397,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,TERPEL CALASANZ,TERPEL,AVENIDA CARRERA 45 No. 95-71,GASOLINA EXTRA OXIGENADA,16495,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,TERPEL CALASANZ,TERPEL,AVENIDA CARRERA 45 No. 95-71,GASOLINA CORRIENTE OXIGENADA,9372,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,TERPEL CALASANZ,TERPEL,AVENIDA CARRERA 45 No. 95-71,BIODIESEL EXTRA,9152,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS ESSO ERMITA CAPILLA,MOBIL,TRANSVERSAL 14 No. 45-25 SUR,GASOLINA CORRIENTE OXIGENADA,9370,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS ESSO ERMITA CAPILLA,MOBIL,TRANSVERSAL 14 No. 45-25 SUR,BIODIESEL EXTRA,9290,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS ESSO CIUDAD SALITRE,MOBIL,CALLE 22C No. 68D-20,GASOLINA CORRIENTE OXIGENADA,9370,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS ESSO CIUDAD SALITRE,MOBIL,CALLE 22C No. 68D-20,GASOLINA CORRIENTE OXIGENADA,9370,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS ESSO CIUDAD SALITRE,MOBIL,CALLE 22C No. 68D-20,GASOLINA EXTRA OXIGENADA,17530,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS ESSO CIUDAD SALITRE,MOBIL,CALLE 22C No. 68D-20,BIODIESEL EXTRA,9260,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS ESSO CIUDAD SALITRE,MOBIL,CALLE 22C No. 68D-20,BIODIESEL EXTRA,9260,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS ESSO CIUDAD SALITRE,MOBIL,CALLE 22C No. 68D-20,GASOLINA EXTRA OXIGENADA,17130,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO AUTOMOTRIZ EDS ESSO COMUNEROS,MOBIL,AVENIDA CALLE 6 No. 19 - 11,BIODIESEL EXTRA,9290,A
