Periodo,Mes,Codigo_departamento,Departamento,Codigo_municipio,Municipio,Nombre_comercial,Bandera,Direccion,Producto,Precio,Estado,Dir2,Full_Address,Coords
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,SERVICENTRO ESSO CORABASTOS CRA 86,MOBIL,Carrera  80 No. 2-51,BIODIESEL EXTRA,8924,A,Carrera  80 No. 2-51,"Carrera  80 No. 2-51, Bogota  d.c., Colombia","(4.6301781, -74.1558024)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION CALLE 13,TEXACO,CALLE 13 No. 32-08,GASOLINA EXTRA OXIGENADA,15990,A,CALLE 13 No. 32-08,"CALLE 13 No. 32-08, Bogota  d.c., Colombia","(4.6159694, -74.0932018)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION CALLE 13,TEXACO,CALLE 13 No. 32-08,BIODIESEL EXTRA,9400,A,CALLE 13 No. 32-08,"CALLE 13 No. 32-08, Bogota  d.c., Colombia","(4.6159694, -74.0932018)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION CALLE 13,TEXACO,CALLE 13 No. 32-08,GASOLINA CORRIENTE OXIGENADA,9390,A,CALLE 13 No. 32-08,"CALLE 13 No. 32-08, Bogota  d.c., Colombia","(4.6159694, -74.0932018)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO BACHUE,MOBIL,Carrera 91 No. 90 - 75,GASOLINA EXTRA OXIGENADA,16050,A,Carrera 91 No. 90 - 75,"Carrera 91 No. 90 - 75, Bogota  d.c., Colombia","(4.7137956, -74.0973173)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO BACHUE,MOBIL,Carrera 91 No. 90 - 75,BIODIESEL EXTRA,9080,A,Carrera 91 No. 90 - 75,"Carrera 91 No. 90 - 75, Bogota  d.c., Colombia","(4.7137956, -74.0973173)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO BACHUE,MOBIL,Carrera 91 No. 90 - 75,GASOLINA CORRIENTE OXIGENADA,9310,A,Carrera 91 No. 90 - 75,"Carrera 91 No. 90 - 75, Bogota  d.c., Colombia","(4.7137956, -74.0973173)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO MOBIL AVENIDA 15,MOBIL,AVENIDA 15 NO 108-50,GASOLINA CORRIENTE OXIGENADA,9849,A,AVENIDA 15 NO 108-50,"AVENIDA 15 NO 108-50, Bogota  d.c., Colombia","(4.6923171, -74.044621)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO MOBIL AVENIDA 15,MOBIL,AVENIDA 15 NO 108-50,GASOLINA EXTRA OXIGENADA,17499,A,AVENIDA 15 NO 108-50,"AVENIDA 15 NO 108-50, Bogota  d.c., Colombia","(4.6923171, -74.044621)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO MOBIL AVENIDA 15,MOBIL,AVENIDA 15 NO 108-50,BIODIESEL EXTRA,10229,A,AVENIDA 15 NO 108-50,"AVENIDA 15 NO 108-50, Bogota  d.c., Colombia","(4.6923171, -74.044621)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TERPEL AVENIDA DE CALI,TERPEL,Av. Ciudad de Cali No. 13C - 51,BIODIESEL EXTRA,8959,A,Av. Ciudad de Cali No. 13C - 51,"Av. Ciudad de Cali No. 13C - 51, Bogota  d.c., Colombia","(4.6561751, -74.1409787)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TERPEL AVENIDA DE CALI,TERPEL,Av. Ciudad de Cali No. 13C - 51,GASOLINA CORRIENTE OXIGENADA,8879,A,Av. Ciudad de Cali No. 13C - 51,"Av. Ciudad de Cali No. 13C - 51, Bogota  d.c., Colombia","(4.6561751, -74.1409787)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO COMBUSCOL EL DORADO,TEXACO,AV CALLE 26 N° 70 - 28,BIODIESEL EXTRA,9645,A,AV CALLE 26 N° 70 - 28,"AV CALLE 26 N° 70 - 28, Bogota  d.c., Colombia","(4.6640824, -74.1093085)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO COMBUSCOL EL DORADO,TEXACO,AV CALLE 26 N° 70 - 28,GASOLINA EXTRA OXIGENADA,16320,A,AV CALLE 26 N° 70 - 28,"AV CALLE 26 N° 70 - 28, Bogota  d.c., Colombia","(4.6640824, -74.1093085)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO COMBUSCOL EL DORADO,TEXACO,AV CALLE 26 N° 70 - 28,GASOLINA CORRIENTE OXIGENADA,9657,A,AV CALLE 26 N° 70 - 28,"AV CALLE 26 N° 70 - 28, Bogota  d.c., Colombia","(4.6640824, -74.1093085)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO COMBUSCOL EL DORADO,TEXACO,AV CALLE 26 N° 70 - 28,BIODIESEL EXTRA,9645,A,AV CALLE 26 N° 70 - 28,"AV CALLE 26 N° 70 - 28, Bogota  d.c., Colombia","(4.6640824, -74.1093085)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO COMBUSCOL EL DORADO,TEXACO,AV CALLE 26 N° 70 - 28,GASOLINA EXTRA OXIGENADA,16720,A,AV CALLE 26 N° 70 - 28,"AV CALLE 26 N° 70 - 28, Bogota  d.c., Colombia","(4.6640824, -74.1093085)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO COMBUSCOL EL DORADO,TEXACO,AV CALLE 26 N° 70 - 28,GASOLINA CORRIENTE OXIGENADA,9657,A,AV CALLE 26 N° 70 - 28,"AV CALLE 26 N° 70 - 28, Bogota  d.c., Colombia","(4.6640824, -74.1093085)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO AUTOMOTRIZ COMBUSCOL SAN RAFAEL,TEXACO,CALLE 134 No. 54-11,GASOLINA CORRIENTE OXIGENADA,9460,A,CALLE 134 No. 54-11,"CALLE 134 No. 54-11, Bogota  d.c., Colombia","(4.7211874, -74.0609871)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO AUTOMOTRIZ COMBUSCOL SAN RAFAEL,TEXACO,CALLE 134 No. 54-11,GASOLINA EXTRA OXIGENADA,16380,A,CALLE 134 No. 54-11,"CALLE 134 No. 54-11, Bogota  d.c., Colombia","(4.7211874, -74.0609871)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO AUTOMOTRIZ COMBUSCOL SAN RAFAEL,TEXACO,CALLE 134 No. 54-11,BIODIESEL EXTRA,9590,A,CALLE 134 No. 54-11,"CALLE 134 No. 54-11, Bogota  d.c., Colombia","(4.7211874, -74.0609871)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO AUTOMOTRIZ COMBUSCOL SAN RAFAEL,TEXACO,CALLE 134 No. 54-11,GASOLINA EXTRA OXIGENADA,16780,A,CALLE 134 No. 54-11,"CALLE 134 No. 54-11, Bogota  d.c., Colombia","(4.7211874, -74.0609871)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO AUTOMOTRIZ COMBUSCOL SAN RAFAEL,TEXACO,CALLE 134 No. 54-11,GASOLINA CORRIENTE OXIGENADA,9460,A,CALLE 134 No. 54-11,"CALLE 134 No. 54-11, Bogota  d.c., Colombia","(4.7211874, -74.0609871)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO AUTOMOTRIZ COMBUSCOL SAN RAFAEL,TEXACO,CALLE 134 No. 54-11,BIODIESEL EXTRA,9590,A,CALLE 134 No. 54-11,"CALLE 134 No. 54-11, Bogota  d.c., Colombia","(4.7211874, -74.0609871)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO COMBUSCOL HEROES,TEXACO,AK 20 No. 76-44,GASOLINA CORRIENTE OXIGENADA,9690,A,AK 20 No. 76-44,"AK 20 No. 76-44, Bogota  d.c., Colombia","(4.6646064, -74.0611107)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO COMBUSCOL HEROES,TEXACO,AK 20 No. 76-44,BIODIESEL EXTRA,9740,A,AK 20 No. 76-44,"AK 20 No. 76-44, Bogota  d.c., Colombia","(4.6646064, -74.0611107)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO COMBUSCOL HEROES,TEXACO,AK 20 No. 76-44,BIODIESEL EXTRA,9740,A,AK 20 No. 76-44,"AK 20 No. 76-44, Bogota  d.c., Colombia","(4.6646064, -74.0611107)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO COMBUSCOL HEROES,TEXACO,AK 20 No. 76-44,GASOLINA EXTRA OXIGENADA,16340,A,AK 20 No. 76-44,"AK 20 No. 76-44, Bogota  d.c., Colombia","(4.6646064, -74.0611107)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO COMBUSCOL HEROES,TEXACO,AK 20 No. 76-44,GASOLINA EXTRA OXIGENADA,16740,A,AK 20 No. 76-44,"AK 20 No. 76-44, Bogota  d.c., Colombia","(4.6646064, -74.0611107)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO COMBUSCOL HEROES,TEXACO,AK 20 No. 76-44,GASOLINA CORRIENTE OXIGENADA,9690,A,AK 20 No. 76-44,"AK 20 No. 76-44, Bogota  d.c., Colombia","(4.6646064, -74.0611107)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO METROPOLITANA,MOBIL,CARRERA 120 No. 17-37,GASOLINA CORRIENTE OXIGENADA,9100,A,CARRERA 120 No. 17-37,"CARRERA 120 No. 17-37, Bogota  d.c., Colombia","(4.685829, -74.1572777)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO METROPOLITANA,MOBIL,CARRERA 120 No. 17-37,BIODIESEL EXTRA,8880,A,CARRERA 120 No. 17-37,"CARRERA 120 No. 17-37, Bogota  d.c., Colombia","(4.685829, -74.1572777)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO ESPRESO BOGOTANO,MOBIL,Diagonal 52B sur No. 55A - 27,BIODIESEL EXTRA,9848,A,Diagonal 52B sur No. 55A - 27,"Diagonal 52B sur No. 55A - 27, Bogota  d.c., Colombia","(4.5871492, -74.144048)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO ESPRESO BOGOTANO,MOBIL,Diagonal 52B sur No. 55A - 27,GASOLINA CORRIENTE OXIGENADA,8729,A,Diagonal 52B sur No. 55A - 27,"Diagonal 52B sur No. 55A - 27, Bogota  d.c., Colombia","(4.5871492, -74.144048)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO ESPRESO BOGOTANO,MOBIL,Diagonal 52B sur No. 55A - 27,BIODIESEL EXTRA,9848,A,Diagonal 52B sur No. 55A - 27,"Diagonal 52B sur No. 55A - 27, Bogota  d.c., Colombia","(4.5871492, -74.144048)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO ESPRESO BOGOTANO,MOBIL,Diagonal 52B sur No. 55A - 27,GASOLINA CORRIENTE OXIGENADA,8709,A,Diagonal 52B sur No. 55A - 27,"Diagonal 52B sur No. 55A - 27, Bogota  d.c., Colombia","(4.5871492, -74.144048)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS TERPEL SAN ANDRES,TERPEL,AVENIDA CALLE 9 No. 50 - 94,GASOLINA CORRIENTE OXIGENADA,8970,A,AVENIDA CALLE 9 No. 50 - 94,"AVENIDA CALLE 9 No. 50 - 94, Bogota  d.c., Colombia","(4.626061, -74.1083355)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS TERPEL SAN ANDRES,TERPEL,AVENIDA CALLE 9 No. 50 - 94,GASOLINA EXTRA OXIGENADA,16010,A,AVENIDA CALLE 9 No. 50 - 94,"AVENIDA CALLE 9 No. 50 - 94, Bogota  d.c., Colombia","(4.626061, -74.1083355)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS TERPEL SAN ANDRES,TERPEL,AVENIDA CALLE 9 No. 50 - 94,BIODIESEL EXTRA,8980,A,AVENIDA CALLE 9 No. 50 - 94,"AVENIDA CALLE 9 No. 50 - 94, Bogota  d.c., Colombia","(4.626061, -74.1083355)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO PETROBRAS IBERIA,PETROBRAS,AVENIDA CALLE 134 No. 53-51,BIODIESEL EXTRA,8639,A,AVENIDA CALLE 134 No. 53-51,"AVENIDA CALLE 134 No. 53-51, Bogota  d.c., Colombia","(4.6924148, -74.0512237)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO PETROBRAS IBERIA,PETROBRAS,AVENIDA CALLE 134 No. 53-51,GASOLINA CORRIENTE OXIGENADA,8749,A,AVENIDA CALLE 134 No. 53-51,"AVENIDA CALLE 134 No. 53-51, Bogota  d.c., Colombia","(4.6924148, -74.0512237)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO PETROBRAS SALITRE,PETROBRAS,AC 24 No. 59-60,GASOLINA EXTRA OXIGENADA,16130,A,AC 24 No. 59-60,"AC 24 No. 59-60, Bogota  d.c., Colombia","(4.6449777, -74.1019289)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO PETROBRAS SALITRE,PETROBRAS,AC 24 No. 59-60,BIODIESEL EXTRA,9290,A,AC 24 No. 59-60,"AC 24 No. 59-60, Bogota  d.c., Colombia","(4.6449777, -74.1019289)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO PETROBRAS SALITRE,PETROBRAS,AC 24 No. 59-60,GASOLINA CORRIENTE OXIGENADA,9430,A,AC 24 No. 59-60,"AC 24 No. 59-60, Bogota  d.c., Colombia","(4.6449777, -74.1019289)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO PETROBRAS CANDELARIA,PETROBRAS,DIAGONAL 62 SUR No. 22-46,BIODIESEL EXTRA,9050,A,DIAGONAL 62 SUR No. 22-46,"DIAGONAL 62 SUR No. 22-46, Bogota  d.c., Colombia","(4.5669762, -74.144593)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO PETROBRAS CANDELARIA,PETROBRAS,DIAGONAL 62 SUR No. 22-46,GASOLINA EXTRA OXIGENADA,16200,A,DIAGONAL 62 SUR No. 22-46,"DIAGONAL 62 SUR No. 22-46, Bogota  d.c., Colombia","(4.5669762, -74.144593)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO PETROBRAS CANDELARIA,PETROBRAS,DIAGONAL 62 SUR No. 22-46,GASOLINA CORRIENTE OXIGENADA,9270,A,DIAGONAL 62 SUR No. 22-46,"DIAGONAL 62 SUR No. 22-46, Bogota  d.c., Colombia","(4.5669762, -74.144593)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO DISTRACOM PRIMERO DE MAYO,PETROBRAS,AC 22 SUR No. 27-71,GASOLINA CORRIENTE OXIGENADA,8740,A,AC 22 SUR No. 27-71,"AC 22 SUR No. 27-71, Bogota  d.c., Colombia","(4.5877232, -74.1080868)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO DISTRACOM PRIMERO DE MAYO,PETROBRAS,AC 22 SUR No. 27-71,BIODIESEL EXTRA,8740,A,AC 22 SUR No. 27-71,"AC 22 SUR No. 27-71, Bogota  d.c., Colombia","(4.5877232, -74.1080868)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO DISTRACOM PRIMERO DE MAYO,PETROBRAS,AC 22 SUR No. 27-71,GASOLINA EXTRA OXIGENADA,16120,A,AC 22 SUR No. 27-71,"AC 22 SUR No. 27-71, Bogota  d.c., Colombia","(4.5877232, -74.1080868)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO DISTRACOM PRIMERO DE MAYO,PETROBRAS,AC 22 SUR No. 27-71,BIODIESEL EXTRA,8750,A,AC 22 SUR No. 27-71,"AC 22 SUR No. 27-71, Bogota  d.c., Colombia","(4.5877232, -74.1080868)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO DISTRACOM PRIMERO DE MAYO,PETROBRAS,AC 22 SUR No. 27-71,GASOLINA EXTRA OXIGENADA,15720,A,AC 22 SUR No. 27-71,"AC 22 SUR No. 27-71, Bogota  d.c., Colombia","(4.5877232, -74.1080868)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO DISTRACOM PRIMERO DE MAYO,PETROBRAS,AC 22 SUR No. 27-71,GASOLINA CORRIENTE OXIGENADA,8750,A,AC 22 SUR No. 27-71,"AC 22 SUR No. 27-71, Bogota  d.c., Colombia","(4.5877232, -74.1080868)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,TEXACO 29,TEXACO,Carrera 10 No. 10 - 67 sur,GASOLINA CORRIENTE OXIGENADA,9300,A,Carrera 10 No. 10 - 67 sur,"Carrera 10 No. 10 - 67 sur, Bogota  d.c., Colombia","(4.5998361, -74.0783737)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,TEXACO 29,TEXACO,Carrera 10 No. 10 - 67 sur,GASOLINA EXTRA OXIGENADA,15950,A,Carrera 10 No. 10 - 67 sur,"Carrera 10 No. 10 - 67 sur, Bogota  d.c., Colombia","(4.5998361, -74.0783737)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,TEXACO 29,TEXACO,Carrera 10 No. 10 - 67 sur,BIODIESEL EXTRA,9040,A,Carrera 10 No. 10 - 67 sur,"Carrera 10 No. 10 - 67 sur, Bogota  d.c., Colombia","(4.5998361, -74.0783737)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO ESSO MAKO,BIOMAX,CARRERA 7 No. 121-09,BIODIESEL EXTRA,9470,A,CARRERA 7 No. 121-09,"CARRERA 7 No. 121-09, Bogota  d.c., Colombia","(4.697971, -74.03085)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO ESSO MAKO,BIOMAX,CARRERA 7 No. 121-09,GASOLINA EXTRA OXIGENADA,16890,A,CARRERA 7 No. 121-09,"CARRERA 7 No. 121-09, Bogota  d.c., Colombia","(4.697971, -74.03085)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO ESSO MAKO,BIOMAX,CARRERA 7 No. 121-09,GASOLINA CORRIENTE OXIGENADA,9650,A,CARRERA 7 No. 121-09,"CARRERA 7 No. 121-09, Bogota  d.c., Colombia","(4.697971, -74.03085)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO ESSO MAKO,BIOMAX,CARRERA 7 No. 121-09,GASOLINA EXTRA OXIGENADA,16999,A,CARRERA 7 No. 121-09,"CARRERA 7 No. 121-09, Bogota  d.c., Colombia","(4.697971, -74.03085)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO ESSO MAKO,BIOMAX,CARRERA 7 No. 121-09,BIODIESEL EXTRA,9470,A,CARRERA 7 No. 121-09,"CARRERA 7 No. 121-09, Bogota  d.c., Colombia","(4.697971, -74.03085)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO ESSO MAKO,BIOMAX,CARRERA 7 No. 121-09,GASOLINA EXTRA OXIGENADA,17200,A,CARRERA 7 No. 121-09,"CARRERA 7 No. 121-09, Bogota  d.c., Colombia","(4.697971, -74.03085)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO ESSO MAKO,BIOMAX,CARRERA 7 No. 121-09,GASOLINA CORRIENTE OXIGENADA,9650,A,CARRERA 7 No. 121-09,"CARRERA 7 No. 121-09, Bogota  d.c., Colombia","(4.697971, -74.03085)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO ESSO MAKO,BIOMAX,CARRERA 7 No. 121-09,GASOLINA CORRIENTE OXIGENADA,9650,A,CARRERA 7 No. 121-09,"CARRERA 7 No. 121-09, Bogota  d.c., Colombia","(4.697971, -74.03085)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO ESSO MAKO,BIOMAX,CARRERA 7 No. 121-09,GASOLINA EXTRA OXIGENADA,17200,A,CARRERA 7 No. 121-09,"CARRERA 7 No. 121-09, Bogota  d.c., Colombia","(4.697971, -74.03085)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO ESSO MAKO,BIOMAX,CARRERA 7 No. 121-09,BIODIESEL EXTRA,9470,A,CARRERA 7 No. 121-09,"CARRERA 7 No. 121-09, Bogota  d.c., Colombia","(4.697971, -74.03085)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO ESSO MAKO,BIOMAX,CARRERA 7 No. 121-09,GASOLINA CORRIENTE OXIGENADA,9650,A,CARRERA 7 No. 121-09,"CARRERA 7 No. 121-09, Bogota  d.c., Colombia","(4.697971, -74.03085)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO ESSO MAKO,BIOMAX,CARRERA 7 No. 121-09,BIODIESEL EXTRA,9470,A,CARRERA 7 No. 121-09,"CARRERA 7 No. 121-09, Bogota  d.c., Colombia","(4.697971, -74.03085)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TERPEL PASADENA,TERPEL,Calle 100 No 50 38,GASOLINA CORRIENTE OXIGENADA,9372,A,Calle 100 No 50 38,"Calle 100 No 50 38, Bogota  d.c., Colombia","(4.6886591, -74.0620138)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TERPEL PASADENA,TERPEL,Calle 100 No 50 38,BIODIESEL EXTRA,9152,A,Calle 100 No 50 38,"Calle 100 No 50 38, Bogota  d.c., Colombia","(4.6886591, -74.0620138)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TERPEL PASADENA,TERPEL,Calle 100 No 50 38,GASOLINA EXTRA OXIGENADA,16495,A,Calle 100 No 50 38,"Calle 100 No 50 38, Bogota  d.c., Colombia","(4.6886591, -74.0620138)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,SERVICENTRO ESSO EL UVAL,MOBIL,KM 0 VÍA AL LLANO,BIODIESEL EXTRA,8996,A,KM 0 VÍA AL LLANO,"KM 0 VÍA AL LLANO, Bogota  d.c., Colombia","(4.5187508, -74.1221477)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,SERVICENTRO ESSO EL UVAL,MOBIL,KM 0 VÍA AL LLANO,GASOLINA CORRIENTE OXIGENADA,9223,A,KM 0 VÍA AL LLANO,"KM 0 VÍA AL LLANO, Bogota  d.c., Colombia","(4.5187508, -74.1221477)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO ALQUERIA,TERPEL,AVENIDA 68 No. 38 B-18 SUR,BIODIESEL EXTRA,8790,A,AVENIDA 68 No. 38 B-18 SUR,"AVENIDA 68 No. 38 B-18 SUR, Bogota  d.c., Colombia","(4.5997598, -74.1165405)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO ALQUERIA,TERPEL,AVENIDA 68 No. 38 B-18 SUR,GASOLINA CORRIENTE OXIGENADA,8970,A,AVENIDA 68 No. 38 B-18 SUR,"AVENIDA 68 No. 38 B-18 SUR, Bogota  d.c., Colombia","(4.5997598, -74.1165405)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO ALQUERIA,TERPEL,AVENIDA 68 No. 38 B-18 SUR,GASOLINA CORRIENTE OXIGENADA,8970,A,AVENIDA 68 No. 38 B-18 SUR,"AVENIDA 68 No. 38 B-18 SUR, Bogota  d.c., Colombia","(4.5997598, -74.1165405)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO ALQUERIA,TERPEL,AVENIDA 68 No. 38 B-18 SUR,BIODIESEL EXTRA,8700,A,AVENIDA 68 No. 38 B-18 SUR,"AVENIDA 68 No. 38 B-18 SUR, Bogota  d.c., Colombia","(4.5997598, -74.1165405)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS NQS CALLE 41,TEXACO,AVENIDA 30 No. 41-25,GASOLINA EXTRA OXIGENADA,17499,A,AVENIDA 30 No. 41-25,"AVENIDA 30 No. 41-25, Bogota  d.c., Colombia","(4.6324291, -74.0801185)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS NQS CALLE 41,TEXACO,AVENIDA 30 No. 41-25,BIODIESEL EXTRA,8799,A,AVENIDA 30 No. 41-25,"AVENIDA 30 No. 41-25, Bogota  d.c., Colombia","(4.6324291, -74.0801185)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS NQS CALLE 41,TEXACO,AVENIDA 30 No. 41-25,GASOLINA CORRIENTE OXIGENADA,9569,A,AVENIDA 30 No. 41-25,"AVENIDA 30 No. 41-25, Bogota  d.c., Colombia","(4.6324291, -74.0801185)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS NQS CALLE 41,TEXACO,AVENIDA 30 No. 41-25,GASOLINA CORRIENTE OXIGENADA,9569,A,AVENIDA 30 No. 41-25,"AVENIDA 30 No. 41-25, Bogota  d.c., Colombia","(4.6324291, -74.0801185)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS NQS CALLE 41,TEXACO,AVENIDA 30 No. 41-25,GASOLINA EXTRA OXIGENADA,17099,A,AVENIDA 30 No. 41-25,"AVENIDA 30 No. 41-25, Bogota  d.c., Colombia","(4.6324291, -74.0801185)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS NQS CALLE 41,TEXACO,AVENIDA 30 No. 41-25,BIODIESEL EXTRA,8799,A,AVENIDA 30 No. 41-25,"AVENIDA 30 No. 41-25, Bogota  d.c., Colombia","(4.6324291, -74.0801185)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO EL RECUERDO,TERPEL,CARRERA 14 NO  73B - 67 SUR,GASOLINA CORRIENTE OXIGENADA,9119,A,CARRERA 14 NO  73B - 67 SUR,"CARRERA 14 NO  73B - 67 SUR, Bogota  d.c., Colombia","(4.518352, -74.1177138)"
