Periodo,Mes,Codigo_departamento,Departamento,Codigo_municipio,Municipio,Nombre_comercial,Bandera,Direccion,Producto,Precio,Estado,Dir2,Full_Address,Coords
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACIÓN DE SERVICIO TERPEL AMERICAS,TERPEL,Avenida Américas No.38-71,GASOLINA EXTRA OXIGENADA,16010,A,Avenida Américas No.38-71,"Avenida Américas No.38-71, Bogota  d.c., Colombia","(4.6293141, -74.117728)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACIÓN DE SERVICIO TERPEL AMERICAS,TERPEL,Avenida Américas No.38-71,GASOLINA CORRIENTE OXIGENADA,8970,A,Avenida Américas No.38-71,"Avenida Américas No.38-71, Bogota  d.c., Colombia","(4.6293141, -74.117728)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACIÓN DE SERVICIO TERPEL AMERICAS,TERPEL,Avenida Américas No.38-71,BIODIESEL EXTRA,8989,A,Avenida Américas No.38-71,"Avenida Américas No.38-71, Bogota  d.c., Colombia","(4.6293141, -74.117728)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EL PROVEEDOR DE COMBUSTIBLES LTDA,MOBIL,CALLE 13 No 33-10,BIODIESEL EXTRA,9899,A,CALLE 13 No 33-10,"CALLE 13 No 33-10, Bogota  d.c., Colombia","(4.6170199, -74.0946366)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EL PROVEEDOR DE COMBUSTIBLES LTDA,MOBIL,CALLE 13 No 33-10,GASOLINA CORRIENTE OXIGENADA,9369,A,CALLE 13 No 33-10,"CALLE 13 No 33-10, Bogota  d.c., Colombia","(4.6170199, -74.0946366)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EL PROVEEDOR DE COMBUSTIBLES LTDA,MOBIL,CALLE 13 No 33-10,GASOLINA EXTRA OXIGENADA,15999,A,CALLE 13 No 33-10,"CALLE 13 No 33-10, Bogota  d.c., Colombia","(4.6170199, -74.0946366)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO PUMA NUEVA VERAGUAS,PUMA,AVENIDA CALLE 3 No. 34 A-82,GASOLINA CORRIENTE OXIGENADA,9350,A,AVENIDA CALLE 3 No. 34 A-82,"AVENIDA CALLE 3 No. 34 A-82, Bogota  d.c., Colombia","(4.6078892, -74.1061795)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO PUMA NUEVA VERAGUAS,PUMA,AVENIDA CALLE 3 No. 34 A-82,BIODIESEL EXTRA,9180,A,AVENIDA CALLE 3 No. 34 A-82,"AVENIDA CALLE 3 No. 34 A-82, Bogota  d.c., Colombia","(4.6078892, -74.1061795)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO PUMA NUEVA VERAGUAS,PUMA,AVENIDA CALLE 3 No. 34 A-82,GASOLINA EXTRA OXIGENADA,16400,A,AVENIDA CALLE 3 No. 34 A-82,"AVENIDA CALLE 3 No. 34 A-82, Bogota  d.c., Colombia","(4.6078892, -74.1061795)"
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO PUMA NUEVA VERAGUAS,PUMA,AVENIDA CALLE 3 No. 34 A-82,BIODIESEL EXTRA,9180,A,AVENIDA CALLE 3 No. 34 A-82,"AVENIDA CALLE 3 No. 34 A-82, Bogota  d.c., Colombia","(4.6078892, -74.1061795)"
